year,business_id,personal_id,education_level,age,tenure,firm_entry_year,firm_exit_year,first_year_treatment,treatment,base_income
2010,152,1050,low,42,6,2008,2017,2011,0,41814.047996132555
2011,152,1050,low,43,7,2008,2017,2011,1,49877.064251938165
2012,152,1050,low,44,8,2008,2017,2011,1,50910.54392261814
2013,152,1050,low,45,9,2008,2017,2011,1,51858.03191772595
2014,152,1050,low,46,10,2008,2017,2011,1,52667.656304685726
2015,152,1050,low,47,11,2008,2017,2011,1,53737.41253925022
2016,152,1050,low,48,12,2008,2017,2011,1,54602.9439912744
2017,152,1050,low,49,13,2008,2017,2011,1,55387.47223628874
2008,152,1051,low,41,3,2008,2017,2011,0,40374.73973123788
2009,152,1051,low,42,4,2008,2017,2011,0,41338.273961870844
2010,152,1051,low,43,5,2008,2017,2011,0,42198.21535902065
2011,152,1051,low,44,6,2008,2017,2011,1,49957.43159184275
2012,152,1051,low,45,7,2008,2017,2011,1,50970.46180153108
2013,152,1051,low,46,8,2008,2017,2011,1,51966.55671978753
2014,152,1051,low,47,9,2008,2017,2011,1,52931.47402648213
2015,152,1051,low,48,10,2008,2017,2011,1,53796.01638968056
2016,152,1051,low,49,11,2008,2017,2011,1,54633.430269762524
2017,152,1051,low,50,12,2008,2017,2011,1,55645.73716424646
2008,152,1052,medium,45,4,2008,2017,2011,0,46092.395166806324
2009,152,1052,medium,46,5,2008,2017,2011,0,46941.1449948457
2010,152,1052,medium,47,6,2008,2017,2011,0,47997.87115680335
2011,152,1052,medium,48,7,2008,2017,2011,1,55822.025865883275
2012,152,1052,medium,49,8,2008,2017,2011,1,56780.20030937587
2013,152,1052,medium,50,9,2008,2017,2011,1,57431.239313247424
2014,152,1052,medium,51,10,2008,2017,2011,1,58363.97313710707
2015,152,1052,medium,52,11,2008,2017,2011,1,59268.25949255951
2016,152,1052,medium,53,12,2008,2017,2011,1,60268.17766247947
2017,152,1052,medium,54,13,2008,2017,2011,1,61332.43495331623
2008,152,1053,medium,45,4,2008,2017,2011,0,45936.10531279429
2009,152,1053,medium,46,5,2008,2017,2011,0,47040.5365005803
2010,152,1053,medium,47,6,2008,2017,2011,0,47729.74314557519
2011,152,1053,medium,48,7,2008,2017,2011,1,55961.751940173104
2012,152,1053,medium,49,8,2008,2017,2011,1,56490.33483397492
2013,152,1053,medium,50,9,2008,2017,2011,1,57624.03003287615
2014,152,1053,medium,51,10,2008,2017,2011,1,58538.03754230546
2015,152,1053,medium,52,11,2008,2017,2011,1,59412.00049889008
2016,152,1053,medium,53,12,2008,2017,2011,1,60162.275043002126
2017,152,1053,medium,54,13,2008,2017,2011,1,61044.365652790075
2008,152,1054,low,28,5,2008,2017,2011,0,36477.2400627449
2009,152,1054,low,29,6,2008,2017,2011,0,37354.8406632235
2010,152,1054,low,30,7,2008,2017,2011,0,38253.47608071047
2011,152,1054,low,31,8,2008,2017,2011,1,46165.59719901159
2012,152,1054,low,32,9,2008,2017,2011,1,46796.39183244341
2013,152,1054,low,33,10,2008,2017,2011,1,47693.40289513927
2014,152,1054,low,34,11,2008,2017,2011,1,48682.867619234305
2015,152,1054,low,35,12,2008,2017,2011,1,49602.03585946064
2016,152,1054,low,36,13,2008,2017,2011,1,50491.37977813927
2017,152,1054,low,37,14,2008,2017,2011,1,51477.749797243385
2008,152,1055,medium,44,2,2008,2017,2011,0,45311.52504932818
2009,152,1055,medium,45,3,2008,2017,2011,0,46070.60047913964
2010,152,1055,medium,46,4,2008,2017,2011,0,46918.46827633322
2011,152,1055,medium,47,5,2008,2017,2011,1,54981.292310089
2012,152,1055,medium,48,6,2008,2017,2011,1,55771.80355115708
2013,152,1055,medium,49,7,2008,2017,2011,1,56710.73248831341
2014,152,1055,medium,50,8,2008,2017,2011,1,57566.75267474884
2015,152,1055,medium,51,9,2008,2017,2011,1,58533.99703595693
2016,152,1055,medium,52,10,2008,2017,2011,1,59298.6095867007
2017,152,1055,medium,53,11,2008,2017,2011,1,60372.62722258772
2008,152,1056,low,40,3,2008,2017,2011,0,40046.72232980423
2009,152,1056,low,41,4,2008,2017,2011,0,40873.568376977215
2010,152,1056,low,42,5,2008,2017,2011,0,41903.093298634936
2011,152,1056,low,43,6,2008,2017,2011,1,49673.47288709221
2012,152,1056,low,44,7,2008,2017,2011,1,50577.89274020043
2013,152,1056,low,45,8,2008,2017,2011,1,51429.87231012421
2014,152,1056,low,46,9,2008,2017,2011,1,52279.64178397271
2015,152,1056,low,47,10,2008,2017,2011,1,53403.42853792079
2016,152,1056,low,48,11,2008,2017,2011,1,54366.56166491112
2017,152,1056,low,49,12,2008,2017,2011,1,55104.9400275316
2008,152,1057,medium,48,5,2008,2017,2011,0,47270.15274888124
2009,152,1057,medium,49,6,2008,2017,2011,0,48068.77052207515
2010,152,1057,medium,50,7,2008,2017,2011,0,48932.664892010434
2011,152,1057,medium,51,8,2008,2017,2011,1,57122.67305457153
2012,152,1057,medium,52,9,2008,2017,2011,1,57752.59921977344
2013,152,1057,medium,53,10,2008,2017,2011,1,58735.60664294025
2014,152,1057,medium,54,11,2008,2017,2011,1,59778.3431318372
2015,152,1057,medium,55,12,2008,2017,2011,1,60658.9707262685
2016,152,1057,medium,56,13,2008,2017,2011,1,61582.470238355076
2017,152,1057,medium,57,14,2008,2017,2011,1,62450.691944848855
2008,152,1058,low,28,2,2008,2017,2011,0,35564.30731462051
2009,152,1058,low,29,3,2008,2017,2011,0,36386.21343253462
2010,152,1058,low,30,4,2008,2017,2011,0,37336.585655472765
2011,152,1058,low,31,5,2008,2017,2011,1,45271.095212393884
2012,152,1058,low,32,6,2008,2017,2011,1,46010.96581977329
2013,152,1058,low,33,7,2008,2017,2011,1,47021.366389612274
2014,152,1058,low,34,8,2008,2017,2011,1,47962.77814903532
2015,152,1058,low,35,9,2008,2017,2011,1,48831.10352441465
2016,152,1058,low,36,10,2008,2017,2011,1,49765.74454812506
2017,152,1058,low,37,11,2008,2017,2011,1,50766.87277509013
2008,152,1059,medium,26,4,2008,2017,2011,0,39479.148592728525
2009,152,1059,medium,27,5,2008,2017,2011,0,40451.13531479776
2010,152,1059,medium,28,6,2008,2017,2011,0,41049.2097636639
2011,152,1059,medium,29,7,2008,2017,2011,1,49057.925485110194
2012,152,1059,medium,30,8,2008,2017,2011,1,50122.75795050671
2013,152,1059,medium,31,9,2008,2017,2011,1,50725.42640854234
2014,152,1059,medium,32,10,2008,2017,2011,1,51682.37707476625
2015,152,1059,medium,33,11,2008,2017,2011,1,52638.42643330285
2016,152,1059,medium,34,12,2008,2017,2011,1,53804.43238023748
2017,152,1059,medium,35,13,2008,2017,2011,1,54402.546729590526
2008,152,1060,medium,34,4,2008,2017,2011,0,42308.382064183126
2009,152,1060,medium,35,5,2008,2017,2011,0,43097.210310632996
2010,152,1060,medium,36,6,2008,2017,2011,0,43885.35459838971
2011,152,1060,medium,37,7,2008,2017,2011,1,52179.982414633785
2012,152,1060,medium,38,8,2008,2017,2011,1,52819.46480039058
2013,152,1060,medium,39,9,2008,2017,2011,1,53737.620231786015
2014,152,1060,medium,40,10,2008,2017,2011,1,54653.450754820675
2015,152,1060,medium,41,11,2008,2017,2011,1,55545.695618217214
2016,152,1060,medium,42,12,2008,2017,2011,1,56615.20733558621
2017,152,1060,medium,43,13,2008,2017,2011,1,57478.59438482696
2007,153,1061,medium,40,4,2007,2019,2017,0,43906.84018564712
2008,153,1061,medium,41,5,2007,2019,2017,0,45101.872491297225
2009,153,1061,medium,42,6,2007,2019,2017,0,45729.98670470501
2010,153,1061,medium,43,7,2007,2019,2017,0,46732.22408808824
2011,153,1061,medium,44,8,2007,2019,2017,0,47454.848188157164
2012,153,1061,medium,45,9,2007,2019,2017,0,48603.660641386494
2013,153,1061,medium,46,10,2007,2019,2017,0,49369.26387586522
2014,153,1061,medium,47,11,2007,2019,2017,0,50185.05123634215
2015,153,1061,medium,48,12,2007,2019,2017,0,51318.85010140347
2016,153,1061,medium,49,13,2007,2019,2017,0,52243.62013949052
2017,153,1061,medium,50,14,2007,2019,2017,1,60147.01027817187
2018,153,1061,medium,51,15,2007,2019,2017,1,60747.704955061476
2019,153,1061,medium,52,16,2007,2019,2017,1,61957.35429200497
2007,153,1062,low,48,3,2007,2019,2017,0,42519.94843195029
2008,153,1062,low,49,4,2007,2019,2017,0,43655.15034709239
2009,153,1062,low,50,5,2007,2019,2017,0,44412.49536980641
2010,153,1062,low,51,6,2007,2019,2017,0,45275.13312604585
2011,153,1062,low,52,7,2007,2019,2017,0,46150.85210727384
2012,153,1062,low,53,8,2007,2019,2017,0,47048.633707666006
2013,153,1062,low,54,9,2007,2019,2017,0,47882.04856844244
2014,153,1062,low,55,10,2007,2019,2017,0,48743.19361524372
2015,153,1062,low,56,11,2007,2019,2017,0,49713.73380286439
2016,153,1062,low,57,12,2007,2019,2017,0,50769.08885364488
2017,153,1062,low,58,13,2007,2019,2017,1,58410.337503416304
2018,153,1062,low,59,14,2007,2019,2017,1,59584.06662306034
2019,153,1062,low,60,15,2007,2019,2017,1,60364.33897463605
2007,153,1063,low,23,5,2007,2019,2017,0,34378.147461886125
2008,153,1063,low,24,6,2007,2019,2017,0,35283.31604940258
2009,153,1063,low,25,7,2007,2019,2017,0,36192.83449745581
2010,153,1063,low,26,8,2007,2019,2017,0,37002.24015880397
2011,153,1063,low,27,9,2007,2019,2017,0,37905.23431246515
2012,153,1063,low,28,10,2007,2019,2017,0,38889.40966759537
2013,153,1063,low,29,11,2007,2019,2017,0,39595.87052385689
2014,153,1063,low,30,12,2007,2019,2017,0,40480.55414434248
2015,153,1063,low,31,13,2007,2019,2017,0,41453.53130774759
2016,153,1063,low,32,14,2007,2019,2017,0,42428.80905219873
2017,153,1063,low,33,15,2007,2019,2017,1,50492.08711499398
2018,153,1063,low,34,16,2007,2019,2017,1,51204.79827204466
2019,153,1063,low,35,17,2007,2019,2017,1,52300.01525124929
2007,153,1064,medium,38,4,2007,2019,2017,0,43351.54576979249
2008,153,1064,medium,39,5,2007,2019,2017,0,44154.65373496306
2009,153,1064,medium,40,6,2007,2019,2017,0,45214.706864852094
2010,153,1064,medium,41,7,2007,2019,2017,0,45975.71371754279
2011,153,1064,medium,42,8,2007,2019,2017,0,46925.12094484419
2012,153,1064,medium,43,9,2007,2019,2017,0,47666.36286967231
2013,153,1064,medium,44,10,2007,2019,2017,0,48549.13362301778
2014,153,1064,medium,45,11,2007,2019,2017,0,49655.36555308075
2015,153,1064,medium,46,12,2007,2019,2017,0,50610.37289539516
2016,153,1064,medium,47,13,2007,2019,2017,0,51594.566750255326
2017,153,1064,medium,48,14,2007,2019,2017,1,59219.06275586562
2018,153,1064,medium,49,15,2007,2019,2017,1,60346.374412499084
2019,153,1064,medium,50,16,2007,2019,2017,1,61231.4446899977
2007,153,1065,medium,32,1,2007,2019,2017,0,40400.88371409632
2008,153,1065,medium,33,2,2007,2019,2017,0,41488.80868894564
2009,153,1065,medium,34,3,2007,2019,2017,0,42344.42163762852
2010,153,1065,medium,35,4,2007,2019,2017,0,43264.21830785396
2011,153,1065,medium,36,5,2007,2019,2017,0,44266.73603787432
2012,153,1065,medium,37,6,2007,2019,2017,0,45060.066184755
2013,153,1065,medium,38,7,2007,2019,2017,0,45636.310187063784
2014,153,1065,medium,39,8,2007,2019,2017,0,46782.25604959975
2015,153,1065,medium,40,9,2007,2019,2017,0,47493.31984989305
2016,153,1065,medium,41,10,2007,2019,2017,0,48565.14500702771
2017,153,1065,medium,42,11,2007,2019,2017,1,56459.36278614553
2018,153,1065,medium,43,12,2007,2019,2017,1,57291.63050972381
2019,153,1065,medium,44,13,2007,2019,2017,1,58147.23968568266
2007,153,1066,medium,32,4,2007,2019,2017,0,41146.966809925274
2008,153,1066,medium,33,5,2007,2019,2017,0,42066.28394485719
2009,153,1066,medium,34,6,2007,2019,2017,0,42986.82951540654
2010,153,1066,medium,35,7,2007,2019,2017,0,43910.54339061369
2011,153,1066,medium,36,8,2007,2019,2017,0,44858.525082554224
2012,153,1066,medium,37,9,2007,2019,2017,0,45668.74476909781
2013,153,1066,medium,38,10,2007,2019,2017,0,46727.9648434672
2014,153,1066,medium,39,11,2007,2019,2017,0,47496.17614923219
2015,153,1066,medium,40,12,2007,2019,2017,0,48492.44908185734
2016,153,1066,medium,41,13,2007,2019,2017,0,49269.55191826097
2017,153,1066,medium,42,14,2007,2019,2017,1,57474.37091693369
2018,153,1066,medium,43,15,2007,2019,2017,1,58146.726417503385
2019,153,1066,medium,44,16,2007,2019,2017,1,59163.52986013166
2007,153,1067,low,42,2,2007,2019,2017,0,40130.60580111872
2008,153,1067,low,43,3,2007,2019,2017,0,41055.284972169386
2009,153,1067,low,44,4,2007,2019,2017,0,41974.78623473506
2010,153,1067,low,45,5,2007,2019,2017,0,43147.29999267681
2011,153,1067,low,46,6,2007,2019,2017,0,43778.72599819344
2012,153,1067,low,47,7,2007,2019,2017,0,44617.656590504324
2013,153,1067,low,48,8,2007,2019,2017,0,45730.09064535472
2014,153,1067,low,49,9,2007,2019,2017,0,46505.88043457363
2015,153,1067,low,50,10,2007,2019,2017,0,47378.188053934915
2016,153,1067,low,51,11,2007,2019,2017,0,48238.971768852214
2017,153,1067,low,52,12,2007,2019,2017,1,56248.8828558202
2018,153,1067,low,53,13,2007,2019,2017,1,57206.26556336097
2019,153,1067,low,54,14,2007,2019,2017,1,58078.80854407681
2007,153,1068,medium,37,4,2007,2019,2017,0,42902.06662225046
2008,153,1068,medium,38,5,2007,2019,2017,0,43751.22973123444
2009,153,1068,medium,39,6,2007,2019,2017,0,44348.08788432361
2010,153,1068,medium,40,7,2007,2019,2017,0,45555.45312918237
2011,153,1068,medium,41,8,2007,2019,2017,0,46512.78654586586
2012,153,1068,medium,42,9,2007,2019,2017,0,47444.09601684093
2013,153,1068,medium,43,10,2007,2019,2017,0,48322.918872719725
2014,153,1068,medium,44,11,2007,2019,2017,0,49530.087694760936
2015,153,1068,medium,45,12,2007,2019,2017,0,50199.136513723264
2016,153,1068,medium,46,13,2007,2019,2017,0,50926.2357273872
2017,153,1068,medium,47,14,2007,2019,2017,1,59015.556739842184
2018,153,1068,medium,48,15,2007,2019,2017,1,59889.14767207712
2019,153,1068,medium,49,16,2007,2019,2017,1,60645.00893879812
2007,153,1069,high,23,3,2007,2019,2017,0,42828.880555333235
2008,153,1069,high,24,4,2007,2019,2017,0,43753.01512631836
2009,153,1069,high,25,5,2007,2019,2017,0,44702.45044244477
2010,153,1069,high,26,6,2007,2019,2017,0,45322.43277464983
2011,153,1069,high,27,7,2007,2019,2017,0,46464.80780112135
2012,153,1069,high,28,8,2007,2019,2017,0,47440.99046552689
2013,153,1069,high,29,9,2007,2019,2017,0,48388.76865790081
2014,153,1069,high,30,10,2007,2019,2017,0,48977.39324735536
2015,153,1069,high,31,11,2007,2019,2017,0,49985.40477273665
2016,153,1069,high,32,12,2007,2019,2017,0,50895.09344715327
2017,153,1069,high,33,13,2007,2019,2017,1,58867.55187365823
2018,153,1069,high,34,14,2007,2019,2017,1,59683.537090247184
2019,153,1069,high,35,15,2007,2019,2017,1,60528.46064287608
2007,153,1070,medium,23,3,2007,2019,2017,0,37821.71763725849
2008,153,1070,medium,24,4,2007,2019,2017,0,38666.24979338425
2009,153,1070,medium,25,5,2007,2019,2017,0,39656.21895306852
2010,153,1070,medium,26,6,2007,2019,2017,0,40419.04326131541
2011,153,1070,medium,27,7,2007,2019,2017,0,41297.769034395205
2012,153,1070,medium,28,8,2007,2019,2017,0,42431.5440218225
2013,153,1070,medium,29,9,2007,2019,2017,0,43427.25276138044
2014,153,1070,medium,30,10,2007,2019,2017,0,44282.227122672324
2015,153,1070,medium,31,11,2007,2019,2017,0,44992.807440705146
2016,153,1070,medium,32,12,2007,2019,2017,0,46005.51271715812
2017,153,1070,medium,33,13,2007,2019,2017,1,53731.37172177866
2018,153,1070,medium,34,14,2007,2019,2017,1,54750.817928905235
2019,153,1070,medium,35,15,2007,2019,2017,1,55541.619723308
2007,153,1071,low,44,5,2007,2019,2017,0,41775.65041179401
2008,153,1071,low,45,6,2007,2019,2017,0,42662.346471792385
2009,153,1071,low,46,7,2007,2019,2017,0,43657.595411109745
2010,153,1071,low,47,8,2007,2019,2017,0,44327.06949124675
2011,153,1071,low,48,9,2007,2019,2017,0,45407.9033701092
2012,153,1071,low,49,10,2007,2019,2017,0,46200.64650619281
2013,153,1071,low,50,11,2007,2019,2017,0,47057.53884692343
2014,153,1071,low,51,12,2007,2019,2017,0,47983.699384009655
2015,153,1071,low,52,13,2007,2019,2017,0,49019.80131615035
2016,153,1071,low,53,14,2007,2019,2017,0,49736.806328510625
2017,153,1071,low,54,15,2007,2019,2017,1,57641.89381381154
2018,153,1071,low,55,16,2007,2019,2017,1,58343.429790216986
2019,153,1071,low,56,17,2007,2019,2017,1,59435.2951935302
2007,153,1072,medium,29,5,2007,2019,2017,0,40426.436192795816
2008,153,1072,medium,30,6,2007,2019,2017,0,41223.77522222394
2009,153,1072,medium,31,7,2007,2019,2017,0,42099.21448013186
2010,153,1072,medium,32,8,2007,2019,2017,0,42914.87614238483
2011,153,1072,medium,33,9,2007,2019,2017,0,43941.534940469675
2012,153,1072,medium,34,10,2007,2019,2017,0,45042.11790967971
2013,153,1072,medium,35,11,2007,2019,2017,0,45651.814769689096
2014,153,1072,medium,36,12,2007,2019,2017,0,46778.90172518122
2015,153,1072,medium,37,13,2007,2019,2017,0,47687.93465470271
2016,153,1072,medium,38,14,2007,2019,2017,0,48745.28616211424
2017,153,1072,medium,39,15,2007,2019,2017,1,56503.835518490254
2018,153,1072,medium,40,16,2007,2019,2017,1,57395.457958110615
2019,153,1072,medium,41,17,2007,2019,2017,1,58236.76972532249
2007,153,1073,low,34,5,2007,2019,2017,0,38150.085733424596
2008,153,1073,low,35,6,2007,2019,2017,0,39135.219951309555
2009,153,1073,low,36,7,2007,2019,2017,0,40074.870127270806
2010,153,1073,low,37,8,2007,2019,2017,0,40867.04963074523
2011,153,1073,low,38,9,2007,2019,2017,0,41879.18859018646
2012,153,1073,low,39,10,2007,2019,2017,0,42938.32112963377
2013,153,1073,low,40,11,2007,2019,2017,0,43557.085890482034
2014,153,1073,low,41,12,2007,2019,2017,0,44459.90016275893
2015,153,1073,low,42,13,2007,2019,2017,0,45340.78831620763
2016,153,1073,low,43,14,2007,2019,2017,0,46263.3742941287
2017,153,1073,low,44,15,2007,2019,2017,1,54272.31052939763
2018,153,1073,low,45,16,2007,2019,2017,1,55058.70546368076
2019,153,1073,low,46,17,2007,2019,2017,1,55968.917808231134
2007,153,1074,low,31,1,2007,2019,2017,0,36075.035033433924
2008,153,1074,low,32,2,2007,2019,2017,0,37048.90575005415
2009,153,1074,low,33,3,2007,2019,2017,0,37849.680361158265
2010,153,1074,low,34,4,2007,2019,2017,0,38677.385263548014
2011,153,1074,low,35,5,2007,2019,2017,0,39744.7671990837
2012,153,1074,low,36,6,2007,2019,2017,0,40797.93844714143
2013,153,1074,low,37,7,2007,2019,2017,0,41471.005593363334
2014,153,1074,low,38,8,2007,2019,2017,0,42295.879486287275
2015,153,1074,low,39,9,2007,2019,2017,0,43491.564202065936
2016,153,1074,low,40,10,2007,2019,2017,0,44204.556069771985
2017,153,1074,low,41,11,2007,2019,2017,1,52194.455828249316
2018,153,1074,low,42,12,2007,2019,2017,1,52927.103417801125
2019,153,1074,low,43,13,2007,2019,2017,1,53900.977056735326
2007,153,1075,high,29,5,2007,2019,2017,0,45540.05543865008
2008,153,1075,high,30,6,2007,2019,2017,0,46313.07724689442
2009,153,1075,high,31,7,2007,2019,2017,0,47214.32021924964
2010,153,1075,high,32,8,2007,2019,2017,0,47951.14060220376
2011,153,1075,high,33,9,2007,2019,2017,0,49078.70334719498
2012,153,1075,high,34,10,2007,2019,2017,0,49821.4117876925
2013,153,1075,high,35,11,2007,2019,2017,0,50911.970040057364
2014,153,1075,high,36,12,2007,2019,2017,0,51720.23812270893
2015,153,1075,high,37,13,2007,2019,2017,0,52629.12191217622
2016,153,1075,high,38,14,2007,2019,2017,0,53577.25418190513
2017,153,1075,high,39,15,2007,2019,2017,1,61437.526944904326
2018,153,1075,high,40,16,2007,2019,2017,1,62471.845341556946
2019,153,1075,high,41,17,2007,2019,2017,1,63356.00385988584
2007,153,1076,low,25,1,2007,2019,2017,0,33878.27561063728
2008,153,1076,low,26,2,2007,2019,2017,0,34882.928799874346
2009,153,1076,low,27,3,2007,2019,2017,0,35883.653488058044
2010,153,1076,low,28,4,2007,2019,2017,0,36605.73970379865
2011,153,1076,low,29,5,2007,2019,2017,0,37443.19392405477
2012,153,1076,low,30,6,2007,2019,2017,0,38423.97954212446
2013,153,1076,low,31,7,2007,2019,2017,0,39388.483459381336
2014,153,1076,low,32,8,2007,2019,2017,0,39893.53968562656
2015,153,1076,low,33,9,2007,2019,2017,0,41088.61103470354
2016,153,1076,low,34,10,2007,2019,2017,0,41922.146473080546
2017,153,1076,low,35,11,2007,2019,2017,1,50114.667226812846
2018,153,1076,low,36,12,2007,2019,2017,1,50993.1478826653
2019,153,1076,low,37,13,2007,2019,2017,1,51827.85636893604
2007,153,1077,medium,36,5,2007,2019,2017,0,42860.00118741214
2008,153,1077,medium,37,6,2007,2019,2017,0,43804.480684126946
2009,153,1077,medium,38,7,2007,2019,2017,0,44550.166481050386
2010,153,1077,medium,39,8,2007,2019,2017,0,45675.28889954137
2011,153,1077,medium,40,9,2007,2019,2017,0,46459.30212882214
2012,153,1077,medium,41,10,2007,2019,2017,0,47441.75992702596
2013,153,1077,medium,42,11,2007,2019,2017,0,48337.641536646464
2014,153,1077,medium,43,12,2007,2019,2017,0,49203.41144682973
2015,153,1077,medium,44,13,2007,2019,2017,0,50081.29179889012
2016,153,1077,medium,45,14,2007,2019,2017,0,50973.843984438834
2017,153,1077,medium,46,15,2007,2019,2017,1,58843.70230801855
2018,153,1077,medium,47,16,2007,2019,2017,1,59798.29567337841
2019,153,1077,medium,48,17,2007,2019,2017,1,60670.620920830785
2007,153,1078,medium,22,1,2007,2019,2017,0,36901.29791369655
2008,153,1078,medium,23,2,2007,2019,2017,0,37910.97147286535
2009,153,1078,medium,24,3,2007,2019,2017,0,38778.05000229198
2010,153,1078,medium,25,4,2007,2019,2017,0,39770.97881878438
2011,153,1078,medium,26,5,2007,2019,2017,0,40368.95832166423
2012,153,1078,medium,27,6,2007,2019,2017,0,41453.62205704653
2013,153,1078,medium,28,7,2007,2019,2017,0,42277.509707374
2014,153,1078,medium,29,8,2007,2019,2017,0,43198.23772555792
2015,153,1078,medium,30,9,2007,2019,2017,0,44205.97480275899
2016,153,1078,medium,31,10,2007,2019,2017,0,44906.393950516365
2017,153,1078,medium,32,11,2007,2019,2017,1,52963.313564624994
2018,153,1078,medium,33,12,2007,2019,2017,1,53853.043956239475
2019,153,1078,medium,34,13,2007,2019,2017,1,54645.00504220694
2007,153,1079,medium,32,4,2007,2019,2017,0,41215.807289709126
2008,153,1079,medium,33,5,2007,2019,2017,0,42023.84468245738
2009,153,1079,medium,34,6,2007,2019,2017,0,43219.74837210546
2010,153,1079,medium,35,7,2007,2019,2017,0,44020.19666345183
2011,153,1079,medium,36,8,2007,2019,2017,0,44806.72599595249
2012,153,1079,medium,37,9,2007,2019,2017,0,45656.82514746091
2013,153,1079,medium,38,10,2007,2019,2017,0,46650.405033773524
2014,153,1079,medium,39,11,2007,2019,2017,0,47576.747591781415
2015,153,1079,medium,40,12,2007,2019,2017,0,48425.45325897876
2016,153,1079,medium,41,13,2007,2019,2017,0,49198.48524636256
2017,153,1079,medium,42,14,2007,2019,2017,1,57179.04122337971
2018,153,1079,medium,43,15,2007,2019,2017,1,58107.80130744556
2019,153,1079,medium,44,16,2007,2019,2017,1,59029.02750174592
2007,153,1080,medium,28,4,2007,2019,2017,0,39831.336315114175
2008,153,1080,medium,29,5,2007,2019,2017,0,40773.08322351949
2009,153,1080,medium,30,6,2007,2019,2017,0,41734.17202887201
2010,153,1080,medium,31,7,2007,2019,2017,0,42601.2563706696
2011,153,1080,medium,32,8,2007,2019,2017,0,43459.03198457072
2012,153,1080,medium,33,9,2007,2019,2017,0,44174.22960088871
2013,153,1080,medium,34,10,2007,2019,2017,0,45318.63432356827
2014,153,1080,medium,35,11,2007,2019,2017,0,46181.8806352107
2015,153,1080,medium,36,12,2007,2019,2017,0,46974.4208721536
2016,153,1080,medium,37,13,2007,2019,2017,0,47902.97390309562
2017,153,1080,medium,38,14,2007,2019,2017,1,55806.558097137015
2018,153,1080,medium,39,15,2007,2019,2017,1,56656.21776755697
2019,153,1080,medium,40,16,2007,2019,2017,1,57425.1965462864
2008,154,1081,low,39,4,2008,2018,2011,0,39838.34573566524
2009,154,1081,low,40,5,2008,2018,2011,0,40759.34927145022
2010,154,1081,low,41,6,2008,2018,2011,0,41553.21698769074
2011,154,1081,low,42,7,2008,2018,2011,1,49538.67337312076
2012,154,1081,low,43,8,2008,2018,2011,1,50664.11994149084
2013,154,1081,low,44,9,2008,2018,2011,1,51498.59183394591
2014,154,1081,low,45,10,2008,2018,2011,1,52252.90151347843
2015,154,1081,low,46,11,2008,2018,2011,1,53181.177644217205
2016,154,1081,low,47,12,2008,2018,2011,1,54272.91836259408
2017,154,1081,low,48,13,2008,2018,2011,1,55170.44672082536
2018,154,1081,low,49,14,2008,2018,2011,1,55956.98879958694
2008,154,1082,medium,49,2,2008,2018,2011,0,47067.47976933816
2009,154,1082,medium,50,3,2008,2018,2011,0,47773.4095989054
2010,154,1082,medium,51,4,2008,2018,2011,0,48772.73599201208
2011,154,1082,medium,52,5,2008,2018,2011,1,56502.56491439753
2012,154,1082,medium,53,6,2008,2018,2011,1,57513.567983715104
2013,154,1082,medium,54,7,2008,2018,2011,1,58452.807653449454
2014,154,1082,medium,55,8,2008,2018,2011,1,59181.494110258245
2015,154,1082,medium,56,9,2008,2018,2011,1,60309.31161204003
2016,154,1082,medium,57,10,2008,2018,2011,1,61226.020163262554
2017,154,1082,medium,58,11,2008,2018,2011,1,62151.111907144434
2018,154,1082,medium,59,12,2008,2018,2011,1,63183.42468973129
2008,154,1083,medium,42,3,2008,2018,2011,0,44791.67143492589
2009,154,1083,medium,43,4,2008,2018,2011,0,45643.59171234311
2010,154,1083,medium,44,5,2008,2018,2011,0,46389.79169905005
2011,154,1083,medium,45,6,2008,2018,2011,1,54489.19524316009
2012,154,1083,medium,46,7,2008,2018,2011,1,55405.94328454081
2013,154,1083,medium,47,8,2008,2018,2011,1,56114.39877284006
2014,154,1083,medium,48,9,2008,2018,2011,1,57125.99126800328
2015,154,1083,medium,49,10,2008,2018,2011,1,58051.11325927173
2016,154,1083,medium,50,11,2008,2018,2011,1,59002.9525444328
2017,154,1083,medium,51,12,2008,2018,2011,1,59935.62414122966
2018,154,1083,medium,52,13,2008,2018,2011,1,60696.34427161888
2008,154,1084,low,46,4,2008,2018,2011,0,42420.13608286845
2009,154,1084,low,47,5,2008,2018,2011,0,43357.37354822299
2010,154,1084,low,48,6,2008,2018,2011,0,44181.82207672199
2011,154,1084,low,49,7,2008,2018,2011,1,52057.85377026378
2012,154,1084,low,50,8,2008,2018,2011,1,53071.257944661
2013,154,1084,low,51,9,2008,2018,2011,1,53882.228413372985
2014,154,1084,low,52,10,2008,2018,2011,1,54680.29143184497
2015,154,1084,low,53,11,2008,2018,2011,1,55837.30423293848
2016,154,1084,low,54,12,2008,2018,2011,1,56491.37083430021
2017,154,1084,low,55,13,2008,2018,2011,1,57490.54934577309
2018,154,1084,low,56,14,2008,2018,2011,1,58432.17635594639
2008,154,1085,medium,40,5,2008,2018,2011,0,44595.52082481016
2009,154,1085,medium,41,6,2008,2018,2011,0,45466.96168067177
2010,154,1085,medium,42,7,2008,2018,2011,0,46055.78741893194
