,year,business_id,personal_id,education_level,age,tenure,first_year_treatment,treatment,base_income
2510,2012,195,229,medium,28,7,2013,0,30263.732123436985
2511,2013,195,229,medium,29,8,2013,1,35894.529594755935
2512,2014,195,229,medium,30,9,2013,1,36397.76767063473
2513,2015,195,229,medium,31,10,2013,1,35290.088412892605
2514,2016,195,229,medium,32,11,2013,1,36049.0914799942
2515,2017,195,229,medium,33,12,2013,1,37455.759048318716
2516,2018,195,229,medium,34,13,2013,1,37471.78601258666
2517,2019,195,229,medium,35,14,2013,1,33361.399254504926
2518,2020,195,229,medium,36,15,2013,1,37840.40073884961
2519,2010,196,230,low,53,3,2015,0,32297.18713147937
2520,2011,196,230,low,54,4,2015,0,34850.42283781702
2521,2012,196,230,low,55,5,2015,0,40970.51800520682
2522,2013,196,230,low,56,6,2015,0,36234.96333094861
2523,2014,196,230,low,57,7,2015,0,35372.9406276552
2524,2015,196,230,low,58,8,2015,1,43343.60300395451
2525,2016,196,230,low,59,9,2015,1,42965.375774418426
2526,2017,196,230,low,60,10,2015,1,43340.18898090368
2527,2018,196,230,low,61,11,2015,1,44213.70118643134
2528,2019,196,230,low,62,12,2015,1,47613.087129659085
2529,2020,196,230,low,63,13,2015,1,41738.22312934817
2530,2010,100,231,low,27,7,2017,0,27947.26415362291
2531,2011,100,231,low,28,8,2017,0,25647.237740036922
2532,2012,100,231,low,29,9,2017,0,29111.025292684495
2533,2013,100,231,low,30,10,2017,0,26662.626977027812
2534,2014,100,231,low,31,11,2017,0,28165.266372789833
2535,2015,100,231,low,32,12,2017,0,28909.82017152419
2536,2016,100,231,low,33,13,2017,0,31951.63343868942
2537,2017,100,231,low,34,14,2017,1,37336.90888788483
2538,2018,100,231,low,35,15,2017,1,33508.56524710723
2539,2019,100,231,low,36,16,2017,1,36609.8682219997
2540,2020,100,231,low,37,17,2017,1,35580.840290501656
2541,2010,118,232,low,41,9,2013,0,29082.990178649332
2542,2011,118,232,low,42,10,2013,0,31665.96589915126
2543,2012,118,232,low,43,11,2013,0,31983.03442308836
2544,2013,118,232,low,44,12,2013,1,42953.432972691044
2545,2014,118,232,low,45,13,2013,1,39465.91965072139
2546,2015,118,232,low,46,14,2013,1,36344.764998491526
2547,2016,118,232,low,47,15,2013,1,38470.45199165811
2548,2017,118,232,low,48,16,2013,1,42142.766590858795
2549,2018,118,232,low,49,17,2013,1,44776.88554573985
2550,2019,118,232,low,50,18,2013,1,37928.033375524086
2551,2020,118,232,low,51,19,2013,1,37840.15122972191
2552,2010,101,233,medium,49,9,2015,0,39741.93035074356
2553,2011,101,233,medium,50,10,2015,0,37279.228354741805
2554,2012,101,233,medium,51,11,2015,0,35263.41453624727
2555,2013,101,233,medium,52,12,2015,0,38569.258172244874
2556,2014,101,233,medium,53,13,2015,0,32728.504521966242
2557,2015,101,233,medium,54,14,2015,1,43506.75101319432
2558,2016,101,233,medium,55,15,2015,1,44655.642345686174
2559,2017,101,233,medium,56,16,2015,1,46348.540279075656
2560,2018,101,233,medium,57,17,2015,1,42972.20809541493
2561,2019,101,233,medium,58,18,2015,1,45671.37432280672
2562,2020,101,233,medium,59,19,2015,1,44149.15074788083
2563,2010,152,234,high,48,9,2015,0,39210.76751134863
2564,2011,152,234,high,49,10,2015,0,37409.30735527395
2565,2012,152,234,high,50,11,2015,0,38883.79832167956
2566,2013,152,234,high,51,12,2015,0,38208.36921041954
2567,2014,152,234,high,52,13,2015,0,42002.27248364731
2568,2015,152,234,high,53,14,2015,1,47916.90223331333
2569,2016,152,234,high,54,15,2015,1,46230.758860085174
2570,2017,152,234,high,55,16,2015,1,47276.47598992006
2571,2018,152,234,high,56,17,2015,1,44802.81717073291
2572,2019,152,234,high,57,18,2015,1,47600.64670398643
2573,2020,152,234,high,58,19,2015,1,48599.59076591651
2574,2010,143,235,medium,36,2,2016,0,35941.58618205995
2575,2011,143,235,medium,37,3,2016,0,28976.065948451673
2576,2012,143,235,medium,38,4,2016,0,34628.35447750487
2577,2013,143,235,medium,39,5,2016,0,34193.71754693161
2578,2014,143,235,medium,40,6,2016,0,33261.27280898027
2579,2015,143,235,medium,41,7,2016,0,36717.240968390266
2580,2016,143,235,medium,42,8,2016,1,39444.21094521372
2581,2017,143,235,medium,43,9,2016,1,39978.31839133586
2582,2018,143,235,medium,44,10,2016,1,39593.75869396491
2583,2019,143,235,medium,45,11,2016,1,42647.13776483726
2584,2020,143,235,medium,46,12,2016,1,42892.93846762177
2585,2010,189,236,medium,42,3,2018,0,31448.645425007577
2586,2011,189,236,medium,43,4,2018,0,30561.505610802466
2587,2012,189,236,medium,44,5,2018,0,33294.03872520869
2588,2013,189,236,medium,45,6,2018,0,32599.922871204708
2589,2014,189,236,medium,46,7,2018,0,34572.95085076929
2590,2015,189,236,medium,47,8,2018,0,37674.87626936828
2591,2016,189,236,medium,48,9,2018,0,34785.39668982642
2592,2017,189,236,medium,49,10,2018,0,36114.35323737685
2593,2018,189,236,medium,50,11,2018,1,41816.04546961679
2594,2019,189,236,medium,51,12,2018,1,43896.86176441057
2595,2020,189,236,medium,52,13,2018,1,38206.22133203079
2596,2010,131,237,high,39,7,2012,0,34386.599410469404
2597,2011,131,237,high,40,8,2012,0,36522.56738455895
2598,2012,131,237,high,41,9,2012,1,44000.15791285372
2599,2013,131,237,high,42,10,2012,1,41116.19510498759
2600,2014,131,237,high,43,11,2012,1,38846.89458791625
2601,2015,131,237,high,44,12,2012,1,44339.42289193227
2602,2016,131,237,high,45,13,2012,1,42329.27522234874
2603,2017,131,237,high,46,14,2012,1,41720.666681819275
2604,2018,131,237,high,47,15,2012,1,43351.30922057355
2605,2019,131,237,high,48,16,2012,1,44730.9492846883
2606,2020,131,237,high,49,17,2012,1,44390.51067092358
2607,2010,169,238,medium,36,5,2018,0,26888.86788580186
2608,2011,169,238,medium,37,6,2018,0,33594.13239377426
2609,2012,169,238,medium,38,7,2018,0,34849.750082557446
2610,2013,169,238,medium,39,8,2018,0,34103.04398267901
2611,2014,169,238,medium,40,9,2018,0,31024.628659150367
2612,2015,169,238,medium,41,10,2018,0,33397.01693210496
2613,2016,169,238,medium,42,11,2018,0,34286.95736954109
2614,2017,169,238,medium,43,12,2018,0,35997.58877912382
2615,2018,169,238,medium,44,13,2018,1,41636.68097743616
2616,2019,169,238,medium,45,14,2018,1,39331.65240244301
2617,2020,169,238,medium,46,15,2018,1,41463.99111282712
2618,2010,131,239,low,40,2,2012,0,30814.560809230483
2619,2011,131,239,low,41,3,2012,0,33311.644644293534
2620,2012,131,239,low,42,4,2012,1,37309.01307964945
2621,2013,131,239,low,43,5,2012,1,37978.11337475104
2622,2014,131,239,low,44,6,2012,1,37067.65325585872
2623,2015,131,239,low,45,7,2012,1,40220.918290407004
2624,2016,131,239,low,46,8,2012,1,38719.525591918995
2625,2017,131,239,low,47,9,2012,1,36677.82417965286
2626,2018,131,239,low,48,10,2012,1,41706.73994025038
2627,2019,131,239,low,49,11,2012,1,40795.806545078056
2628,2020,131,239,low,50,12,2012,1,39013.91195774303
2629,2010,167,240,low,51,3,2014,0,32441.014065201514
2630,2011,167,240,low,52,4,2014,0,34493.15109028152
2631,2012,167,240,low,53,5,2014,0,35326.36959053517
2632,2013,167,240,low,54,6,2014,0,35294.584531262415
2633,2014,167,240,low,55,7,2014,1,41022.61734688577
2634,2015,167,240,low,56,8,2014,1,44299.91474915276
2635,2016,167,240,low,57,9,2014,1,43543.08630446977
2636,2017,167,240,low,58,10,2014,1,42281.27118253005
2637,2018,167,240,low,59,11,2014,1,44282.62116153497
2638,2019,167,240,low,60,12,2014,1,40834.95219294492
2639,2020,167,240,low,61,13,2014,1,44195.854099893615
2640,2010,154,241,medium,32,6,2016,0,33918.61269946622
2641,2011,154,241,medium,33,7,2016,0,30363.908209215253
2642,2012,154,241,medium,34,8,2016,0,29604.73214276183
2643,2013,154,241,medium,35,9,2016,0,30495.82222281388
2644,2014,154,241,medium,36,10,2016,0,30120.733925315224
2645,2015,154,241,medium,37,11,2016,0,31230.47618374459
2646,2016,154,241,medium,38,12,2016,1,37558.983802819945
2647,2017,154,241,medium,39,13,2016,1,35988.86596164272
2648,2018,154,241,medium,40,14,2016,1,39331.236667899204
2649,2019,154,241,medium,41,15,2016,1,41604.55434757329
2650,2020,154,241,medium,42,16,2016,1,38484.48763970616
2651,2010,174,242,medium,52,7,2015,0,39538.567847283535
2652,2011,174,242,medium,53,8,2015,0,38021.58417705519
2653,2012,174,242,medium,54,9,2015,0,39561.16117124812
2654,2013,174,242,medium,55,10,2015,0,36684.33089229572
2655,2014,174,242,medium,56,11,2015,0,40209.050454133234
2656,2015,174,242,medium,57,12,2015,1,41816.13219920937
2657,2016,174,242,medium,58,13,2015,1,46280.495001673014
2658,2017,174,242,medium,59,14,2015,1,45343.678679587065
2659,2018,174,242,medium,60,15,2015,1,46606.50243996957
2660,2019,174,242,medium,61,16,2015,1,43648.8107887503
2661,2020,174,242,medium,62,17,2015,1,44709.86031544679
2662,2010,155,243,medium,38,9,2017,0,33894.45643650677
2663,2011,155,243,medium,39,10,2017,0,31303.3039915516
2664,2012,155,243,medium,40,11,2017,0,34626.412584198246
2665,2013,155,243,medium,41,12,2017,0,31465.72438707951
2666,2014,155,243,medium,42,13,2017,0,36396.34842533334
2667,2015,155,243,medium,43,14,2017,0,32734.953370462983
2668,2016,155,243,medium,44,15,2017,0,36804.59987535905
2669,2017,155,243,medium,45,16,2017,1,42451.261867292
2670,2018,155,243,medium,46,17,2017,1,40306.45636314085
2671,2019,155,243,medium,47,18,2017,1,43364.05313416945
2672,2020,155,243,medium,48,19,2017,1,43220.88452666711
2673,2010,116,244,medium,49,1,2012,0,33322.31628761452
2674,2011,116,244,medium,50,2,2012,0,32882.890631847586
2675,2012,116,244,medium,51,3,2012,1,36474.74861665484
2676,2013,116,244,medium,52,4,2012,1,41599.300094599384
2677,2014,116,244,medium,53,5,2012,1,38270.39445727589
2678,2015,116,244,medium,54,6,2012,1,42090.688398882616
2679,2016,116,244,medium,55,7,2012,1,41873.103567835504
2680,2017,116,244,medium,56,8,2012,1,44258.28555087639
2681,2018,116,244,medium,57,9,2012,1,42795.90900102027
2682,2019,116,244,medium,58,10,2012,1,43241.104427305814
2683,2020,116,244,medium,59,11,2012,1,45863.74140857659
2684,2010,137,245,medium,41,7,2018,0,33870.116058168234
2685,2011,137,245,medium,42,8,2018,0,34332.31191436556
2686,2012,137,245,medium,43,9,2018,0,35138.53517961705
2687,2013,137,245,medium,44,10,2018,0,31628.855753585787
2688,2014,137,245,medium,45,11,2018,0,36713.57735997396
2689,2015,137,245,medium,46,12,2018,0,36924.937588027205
2690,2016,137,245,medium,47,13,2018,0,34166.63374284701
2691,2017,137,245,medium,48,14,2018,0,36211.839052651594
2692,2018,137,245,medium,49,15,2018,1,42121.38542474474
2693,2019,137,245,medium,50,16,2018,1,42431.00643119653
2694,2020,137,245,medium,51,17,2018,1,43867.71993313707
2695,2010,123,246,medium,53,8,2015,0,39862.73356366237
2696,2011,123,246,medium,54,9,2015,0,39663.533455345656
2697,2012,123,246,medium,55,10,2015,0,35375.561613137186
2698,2013,123,246,medium,56,11,2015,0,39744.1399806121
2699,2014,123,246,medium,57,12,2015,0,41657.86663907082
2700,2015,123,246,medium,58,13,2015,1,45273.617041378406
2701,2016,123,246,medium,59,14,2015,1,47181.960850371936
2702,2017,123,246,medium,60,15,2015,1,49524.54089140153
2703,2018,123,246,medium,61,16,2015,1,48047.41909221396
2704,2019,123,246,medium,62,17,2015,1,46998.617191283454
2705,2020,123,246,medium,63,18,2015,1,49090.17694816951
2706,2010,168,247,medium,45,3,2012,0,33889.77566619378
2707,2011,168,247,medium,46,4,2012,0,34147.80608656991
2708,2012,168,247,medium,47,5,2012,1,38897.17152857254
2709,2013,168,247,medium,48,6,2012,1,43226.82671766422
2710,2014,168,247,medium,49,7,2012,1,38963.142668115994
2711,2015,168,247,medium,50,8,2012,1,44164.73544935623
2712,2016,168,247,medium,51,9,2012,1,42599.72824748074
2713,2017,168,247,medium,52,10,2012,1,39301.387650396115
2714,2018,168,247,medium,53,11,2012,1,43335.29858598284
2715,2019,168,247,medium,54,12,2012,1,38899.946984696755
2716,2020,168,247,medium,55,13,2012,1,44851.01603366207
2717,2010,197,248,medium,32,4,2012,0,31670.462965977982
2718,2011,197,248,medium,33,5,2012,0,29215.288088695892
2719,2012,197,248,medium,34,6,2012,1,36147.09539191116
2720,2013,197,248,medium,35,7,2012,1,40308.31486750057
2721,2014,197,248,medium,36,8,2012,1,35888.50659147613
2722,2015,197,248,medium,37,9,2012,1,35282.1848258868
2723,2016,197,248,medium,38,10,2012,1,40863.3268049252
2724,2017,197,248,medium,39,11,2012,1,42325.17438106159
2725,2018,197,248,medium,40,12,2012,1,38907.391343695694
2726,2019,197,248,medium,41,13,2012,1,41422.92607081671
2727,2020,197,248,medium,42,14,2012,1,42582.951831061764
2728,2010,169,249,high,39,6,2012,0,33915.03153492323
2729,2011,169,249,high,40,7,2012,0,34929.388329264264
2730,2012,169,249,high,41,8,2012,1,43861.74902630947
2731,2013,169,249,high,42,9,2012,1,45270.02855741702
2732,2014,169,249,high,43,10,2012,1,43525.76172034871
2733,2015,169,249,high,44,11,2012,1,41140.37129299589
2734,2016,169,249,high,45,12,2012,1,47374.12222339888
2735,2017,169,249,high,46,13,2012,1,42838.05820437607
2736,2018,169,249,high,47,14,2012,1,43729.724437657096
2737,2019,169,249,high,48,15,2012,1,45584.675668979246
2738,2020,169,249,high,49,16,2012,1,48508.32084142955
2739,2010,185,250,medium,51,7,2017,0,37907.95195310445
2740,2011,185,250,medium,52,8,2017,0,37529.73100072382
2741,2012,185,250,medium,53,9,2017,0,38126.57706023621
2742,2013,185,250,medium,54,10,2017,0,37787.029337286935
2743,2014,185,250,medium,55,11,2017,0,39316.27902903701
2744,2015,185,250,medium,56,12,2017,0,33640.879844611394
2745,2016,185,250,medium,57,13,2017,0,38606.785081860406
2746,2017,185,250,medium,58,14,2017,1,45182.64386983356
2747,2018,185,250,medium,59,15,2017,1,42897.97183276099
2748,2019,185,250,medium,60,16,2017,1,46472.64663562312
2749,2020,185,250,medium,61,17,2017,1,45791.05755802776
2750,2010,110,251,low,38,4,2016,0,33210.95139663098
2751,2011,110,251,low,39,5,2016,0,33346.039450429715
2752,2012,110,251,low,40,6,2016,0,29768.388861763673
2753,2013,110,251,low,41,7,2016,0,30898.32457686661
2754,2014,110,251,low,42,8,2016,0,31552.104868783215
2755,2015,110,251,low,43,9,2016,0,31296.681047680755
2756,2016,110,251,low,44,10,2016,1,38090.04996805626
2757,2017,110,251,low,45,11,2016,1,36683.43586222482
2758,2018,110,251,low,46,12,2016,1,36438.769330124946
2759,2019,110,251,low,47,13,2016,1,40445.422447800534
2760,2020,110,251,low,48,14,2016,1,40959.05916844362
2761,2010,115,252,medium,42,8,2017,0,32091.368480680016
2762,2011,115,252,medium,43,9,2017,0,35990.7108615252
2763,2012,115,252,medium,44,10,2017,0,33436.844541669336
2764,2013,115,252,medium,45,11,2017,0,35706.330476075964
2765,2014,115,252,medium,46,12,2017,0,37340.68802522491
2766,2015,115,252,medium,47,13,2017,0,36132.77487059258
2767,2016,115,252,medium,48,14,2017,0,37609.481824282266
2768,2017,115,252,medium,49,15,2017,1,41167.14071222486
2769,2018,115,252,medium,50,16,2017,1,42307.06683314381
2770,2019,115,252,medium,51,17,2017,1,42788.28113823932
2771,2020,115,252,medium,52,18,2017,1,42206.84330691952
2772,2010,196,253,medium,44,5,2013,0,33346.45167376844
2773,2011,196,253,medium,45,6,2013,0,31102.763402272507
2774,2012,196,253,medium,46,7,2013,0,33717.69250571579
2775,2013,196,253,medium,47,8,2013,1,39630.24901326066
2776,2014,196,253,medium,48,9,2013,1,40187.64049500924
2777,2015,196,253,medium,49,10,2013,1,40717.00510825844
2778,2016,196,253,medium,50,11,2013,1,41576.47160027974
2779,2017,196,253,medium,51,12,2013,1,43158.88303617213
2780,2018,196,253,medium,52,13,2013,1,44449.03414826505
2781,2019,196,253,medium,53,14,2013,1,41900.469546303466
2782,2020,196,253,medium,54,15,2013,1,41293.598289221714
2783,2010,172,254,medium,31,1,2015,0,26915.911175513793
2784,2011,172,254,medium,32,2,2015,0,28525.594157610147
2785,2012,172,254,medium,33,3,2015,0,29296.157364366984
2786,2013,172,254,medium,34,4,2015,0,28960.007867605087
2787,2014,172,254,medium,35,5,2015,0,28407.766671500212
2788,2015,172,254,medium,36,6,2015,1,35587.758345051625
2789,2016,172,254,medium,37,7,2015,1,37362.853240227945
2790,2017,172,254,medium,38,8,2015,1,38690.05893167113
2791,2018,172,254,medium,39,9,2015,1,36885.15389378336
2792,2019,172,254,medium,40,10,2015,1,37674.00435571313
2793,2020,172,254,medium,41,11,2015,1,37146.60338230538
2794,2010,158,255,medium,27,4,2016,0,28337.121659250446
2795,2011,158,255,medium,28,5,2016,0,27203.14273161837
2796,2012,158,255,medium,29,6,2016,0,30546.2556264824
2797,2013,158,255,medium,30,7,2016,0,26328.267016131776
2798,2014,158,255,medium,31,8,2016,0,29680.740655095076
2799,2015,158,255,medium,32,9,2016,0,31502.214678383483
2800,2016,158,255,medium,33,10,2016,1,36767.66903264501
2801,2017,158,255,medium,34,11,2016,1,42286.06732796099
2802,2018,158,255,medium,35,12,2016,1,38099.60004913581
2803,2019,158,255,medium,36,13,2016,1,35891.890806315976
2804,2020,158,255,medium,37,14,2016,1,38209.071505821856
2805,2010,169,256,medium,53,3,2016,0,32447.507333067097
2806,2011,169,256,medium,54,4,2016,0,36338.80050140648
2807,2012,169,256,medium,55,5,2016,0,35333.88788599848
2808,2013,169,256,medium,56,6,2016,0,39330.780551120326
2809,2014,169,256,medium,57,7,2016,0,36900.91945080893
2810,2015,169,256,medium,58,8,2016,0,38266.468168409505
2811,2016,169,256,medium,59,9,2016,1,42728.884317191194
2812,2017,169,256,medium,60,10,2016,1,47977.702703706665
2813,2018,169,256,medium,61,11,2016,1,44357.51446776418
2814,2019,169,256,medium,62,12,2016,1,49165.114086958405
2815,2020,169,256,medium,63,13,2016,1,47628.30352423653
2816,2010,179,257,medium,36,9,2016,0,33064.13345467077
2817,2011,179,257,medium,37,10,2016,0,33337.466294635036
2818,2012,179,257,medium,38,11,2016,0,33887.5945964325
2819,2013,179,257,medium,39,12,2016,0,29744.65484130878
2820,2014,179,257,medium,40,13,2016,0,33542.23321169848
2821,2015,179,257,medium,41,14,2016,0,36290.315942368645
2822,2016,179,257,medium,42,15,2016,1,40002.20563305179
2823,2017,179,257,medium,43,16,2016,1,37789.62030639285
2824,2018,179,257,medium,44,17,2016,1,40995.19109884506
2825,2019,179,257,medium,45,18,2016,1,45008.21103251098
2826,2020,179,257,medium,46,19,2016,1,44593.78343106944
2827,2010,192,258,low,45,8,2018,0,32475.991981267936
2828,2011,192,258,low,46,9,2018,0,35002.898554116175
2829,2012,192,258,low,47,10,2018,0,32866.9859592639
2830,2013,192,258,low,48,11,2018,0,30692.256826346562
2831,2014,192,258,low,49,12,2018,0,32751.068023740892
2832,2015,192,258,low,50,13,2018,0,38225.777537016394
2833,2016,192,258,low,51,14,2018,0,35052.01383634139
2834,2017,192,258,low,52,15,2018,0,35613.23204124996
2835,2018,192,258,low,53,16,2018,1,41000.32360745024
2836,2019,192,258,low,54,17,2018,1,45908.27317914601
2837,2020,192,258,low,55,18,2018,1,45851.91783072412
2838,2010,102,259,medium,48,1,2016,0,38537.56046689627
2839,2011,102,259,medium,49,2,2016,0,34281.9095791999
2840,2012,102,259,medium,50,3,2016,0,35691.24897749419
2841,2013,102,259,medium,51,4,2016,0,32566.71490115842
2842,2014,102,259,medium,52,5,2016,0,39053.86885223655
2843,2015,102,259,medium,53,6,2016,0,34264.44089746413
2844,2016,102,259,medium,54,7,2016,1,42533.55112752526
2845,2017,102,259,medium,55,8,2016,1,40405.39494473431
2846,2018,102,259,medium,56,9,2016,1,41922.26634652261
2847,2019,102,259,medium,57,10,2016,1,41925.4751379006
2848,2020,102,259,medium,58,11,2016,1,42884.249478648366
2849,2010,119,260,low,52,6,2017,0,33221.75459370204
2850,2011,119,260,low,53,7,2017,0,33703.46241014985
2851,2012,119,260,low,54,8,2017,0,36966.667823560616
2852,2013,119,260,low,55,9,2017,0,33590.27441387496
2853,2014,119,260,low,56,10,2017,0,36741.082854027736
2854,2015,119,260,low,57,11,2017,0,39235.918304611114
2855,2016,119,260,low,58,12,2017,0,36273.60727097321
2856,2017,119,260,low,59,13,2017,1,41364.162218504796
2857,2018,119,260,low,60,14,2017,1,42838.9507496395
2858,2019,119,260,low,61,15,2017,1,46159.45041672142
2859,2020,119,260,low,62,16,2017,1,44688.21526190671
2860,2010,158,261,medium,50,9,2016,0,35237.5714107848
2861,2011,158,261,medium,51,10,2016,0,37767.75330237608
2862,2012,158,261,medium,52,11,2016,0,35095.415700327154
2863,2013,158,261,medium,53,12,2016,0,39162.719020885896
2864,2014,158,261,medium,54,13,2016,0,39117.214615403536
2865,2015,158,261,medium,55,14,2016,0,38184.38305772223
2866,2016,158,261,medium,56,15,2016,1,42622.82840310554
2867,2017,158,261,medium,57,16,2016,1,43026.63815543309
2868,2018,158,261,medium,58,17,2016,1,46369.63467269182
2869,2019,158,261,medium,59,18,2016,1,48257.961004978126
2870,2020,158,261,medium,60,19,2016,1,45025.38450594241
2871,2010,135,262,low,27,7,2014,0,27916.77340710297
2872,2011,135,262,low,28,8,2014,0,23325.945962795864
2873,2012,135,262,low,29,9,2014,0,26830.764538685602
2874,2013,135,262,low,30,10,2014,0,28437.882134258198
2875,2014,135,262,low,31,11,2014,1,32180.633166036332
2876,2015,135,262,low,32,12,2014,1,32626.987250420807
2877,2016,135,262,low,33,13,2014,1,33664.44088706223
2878,2017,135,262,low,34,14,2014,1,36084.385456652744
2879,2018,135,262,low,35,15,2014,1,35625.34196318725
2880,2019,135,262,low,36,16,2014,1,32023.537533350056
2881,2020,135,262,low,37,17,2014,1,32758.599694729866
2882,2010,118,263,high,44,4,2015,0,35286.26964428565
2883,2011,118,263,high,45,5,2015,0,37915.3731721071
2884,2012,118,263,high,46,6,2015,0,32004.99031454953
2885,2013,118,263,high,47,7,2015,0,37000.539647696736
2886,2014,118,263,high,48,8,2015,0,37447.50428696516
2887,2015,118,263,high,49,9,2015,1,46776.67555641689
2888,2016,118,263,high,50,10,2015,1,43729.95637657427
2889,2017,118,263,high,51,11,2015,1,45765.97796948186
2890,2018,118,263,high,52,12,2015,1,45782.514280174924
2891,2019,118,263,high,53,13,2015,1,41738.8670403856
2892,2020,118,263,high,54,14,2015,1,48036.414433263475
2893,2010,189,264,medium,38,1,2016,0,31530.793010912577
2894,2011,189,264,medium,39,2,2016,0,32616.53727934918
2895,2012,189,264,medium,40,3,2016,0,39952.475412872656
2896,2013,189,264,medium,41,4,2016,0,28431.774121002825
2897,2014,189,264,medium,42,5,2016,0,36549.39329952222
2898,2015,189,264,medium,43,6,2016,0,33025.104961199286
2899,2016,189,264,medium,44,7,2016,1,39674.65780880602
2900,2017,189,264,medium,45,8,2016,1,39508.97550939752
2901,2018,189,264,medium,46,9,2016,1,39251.527333203914
2902,2019,189,264,medium,47,10,2016,1,39460.33414352248
2903,2020,189,264,medium,48,11,2016,1,41759.01747114602
2904,2010,166,265,high,39,2,2015,0,31565.65260665664
2905,2011,166,265,high,40,3,2015,0,36601.15833504353
2906,2012,166,265,high,41,4,2015,0,34767.611190229494
2907,2013,166,265,high,42,5,2015,0,33839.861321919285
2908,2014,166,265,high,43,6,2015,0,35699.97428400837
2909,2015,166,265,high,44,7,2015,1,44614.29843372515
2910,2016,166,265,high,45,8,2015,1,41529.32982596755
2911,2017,166,265,high,46,9,2015,1,43816.90723641924
2912,2018,166,265,high,47,10,2015,1,42138.08744856905
2913,2019,166,265,high,48,11,2015,1,45615.84369984724
2914,2020,166,265,high,49,12,2015,1,45971.01547758041
2915,2010,118,266,high,49,5,2014,0,41897.21766659282
2916,2011,118,266,high,50,6,2014,0,38348.87210900157
2917,2012,118,266,high,51,7,2014,0,40537.30960951581
2918,2013,118,266,high,52,8,2014,0,39896.13507907789
2919,2014,118,266,high,53,9,2014,1,47791.74356372603
2920,2015,118,266,high,54,10,2014,1,44262.33522478254
2921,2016,118,266,high,55,11,2014,1,47690.01062575456
2922,2017,118,266,high,56,12,2014,1,46310.605407766634
2923,2018,118,266,high,57,13,2014,1,47071.623645783
2924,2019,118,266,high,58,14,2014,1,47883.50496889675
2925,2020,118,266,high,59,15,2014,1,48704.480792853356
2926,2010,119,267,high,54,5,2014,0,39467.54191375608
2927,2011,119,267,high,55,6,2014,0,40629.42636634105
2928,2012,119,267,high,56,7,2014,0,43856.23611512437
2929,2013,119,267,high,57,8,2014,0,43170.89937123044
2930,2014,119,267,high,58,9,2014,1,48438.30918499379
2931,2015,119,267,high,59,10,2014,1,46288.92094795226
2932,2016,119,267,high,60,11,2014,1,45921.51834354335
2933,2017,119,267,high,61,12,2014,1,50110.601116475504
2934,2018,119,267,high,62,13,2014,1,50452.093585059585
2935,2019,119,267,high,63,14,2014,1,52145.341351501964
2936,2020,119,267,high,64,15,2014,1,48492.03874806154
2937,2010,195,268,high,38,8,2015,0,35040.902689279304
2938,2011,195,268,high,39,9,2015,0,32721.031674949132
2939,2012,195,268,high,40,10,2015,0,35715.05778787826
2940,2013,195,268,high,41,11,2015,0,38993.141021158895
2941,2014,195,268,high,42,12,2015,0,36567.0092415436
2942,2015,195,268,high,43,13,2015,1,44280.959590401646
2943,2016,195,268,high,44,14,2015,1,43118.99378800438
2944,2017,195,268,high,45,15,2015,1,44648.11405644312
2945,2018,195,268,high,46,16,2015,1,42204.617220368666
2946,2019,195,268,high,47,17,2015,1,45170.4188992678
2947,2020,195,268,high,48,18,2015,1,39517.728058198554
2948,2010,170,269,medium,31,6,2012,0,29626.20768367603
2949,2011,170,269,medium,32,7,2012,0,27239.05351256972
2950,2012,170,269,medium,33,8,2012,1,38411.98903309363
2951,2013,170,269,medium,34,9,2012,1,38054.814705529025
2952,2014,170,269,medium,35,10,2012,1,37933.341963932166
2953,2015,170,269,medium,36,11,2012,1,40542.01245431876
2954,2016,170,269,medium,37,12,2012,1,36102.166958350324
2955,2017,170,269,medium,38,13,2012,1,41994.726395831116
2956,2018,170,269,medium,39,14,2012,1,40864.38312852077
2957,2019,170,269,medium,40,15,2012,1,39026.889425562105
2958,2020,170,269,medium,41,16,2012,1,42271.24029436589
2959,2010,151,270,medium,41,8,2013,0,31187.412975176732
2960,2011,151,270,medium,42,9,2013,0,32250.971676944653
2961,2012,151,270,medium,43,10,2013,0,33182.8205535206
2962,2013,151,270,medium,44,11,2013,1,38842.04458387197
2963,2014,151,270,medium,45,12,2013,1,38286.88471447949
2964,2015,151,270,medium,46,13,2013,1,43346.16613419065
2965,2016,151,270,medium,47,14,2013,1,40882.29119926033
2966,2017,151,270,medium,48,15,2013,1,42605.00993671376
2967,2018,151,270,medium,49,16,2013,1,41259.29726717264
2968,2019,151,270,medium,50,17,2013,1,39258.79339890296
2969,2020,151,270,medium,51,18,2013,1,43940.114716782846
2970,2010,132,271,low,54,2,2018,0,30275.490049160446
2971,2011,132,271,low,55,3,2018,0,34462.73190782906
2972,2012,132,271,low,56,4,2018,0,32363.36992233438
2973,2013,132,271,low,57,5,2018,0,39574.55199846162
2974,2014,132,271,low,58,6,2018,0,37922.725444349446
2975,2015,132,271,low,59,7,2018,0,36811.50758254296
2976,2016,132,271,low,60,8,2018,0,39627.413355309334
2977,2017,132,271,low,61,9,2018,0,35907.36804506853
2978,2018,132,271,low,62,10,2018,1,44186.95875734019
2979,2019,132,271,low,63,11,2018,1,43999.62086743743
2980,2020,132,271,low,64,12,2018,1,44628.04016266734
2981,2010,139,272,low,36,3,2012,0,31444.707000213537
